,val_loss,val_binary_accuracy,val_jaccard,val_dice,loss,binary_accuracy,jaccard,dice
0,1.5717353938331067,0.6494882683239073,0.47141991562686614,0.6277788681603373,1.0798441842198372,0.7300251461565495,0.4579131081700325,0.6067595835775137
1,2.9696750159554637,0.5761295755704244,0.4857760248049884,0.6396556835219334,0.7755168750882149,0.7547928839921951,0.5836605355143547,0.7189926989376545
2,1.3009480014093604,0.6598018183954445,0.6104902138172741,0.7528237401039948,0.6402785703539848,0.7663238681852818,0.6431479826569557,0.7682521566748619
3,0.826894009057345,0.72419505639815,0.6538884387889379,0.7850432172067848,0.5862651746720076,0.769419688731432,0.6729586236178875,0.7922204695641994
4,0.9724307603119684,0.6505381747590544,0.6542496166318795,0.783318152729894,0.514794860035181,0.7719608284533024,0.7045305408537388,0.8195955976843834
5,0.5222108341718503,0.7230107764682859,0.7335772578705084,0.8411800875350344,0.514168344438076,0.7712600789964199,0.7084655202925205,0.8215649016201496
6,0.4195120995033515,0.7243483256845967,0.7643909773356478,0.8655894062888454,0.48341385275125504,0.7759126983582973,0.720756933093071,0.8330030553042889
7,0.5523071473752948,0.7274080663219864,0.7324095127728064,0.8352657850359527,0.4769763983786106,0.7780664451420307,0.7254165783524513,0.8342340476810932
8,0.5239524869291995,0.7283730322206524,0.7452771462185283,0.8524439634291778,0.48635659739375114,0.7733085863292217,0.7232997640967369,0.8330615796148777
9,0.5014879658748287,0.7246988200245889,0.7442632600175383,0.8506615514486608,0.493140896782279,0.7785366624593735,0.7176096104085445,0.827306043356657
10,0.4419461970038257,0.7269561458641375,0.7797081241025611,0.8740905489720089,0.4714548923075199,0.7793021760880947,0.725930955260992,0.8347915001213551
11,0.40107455024137184,0.7277289172853103,0.8020795829978907,0.8897185297639157,0.44705134257674217,0.7752406112849712,0.7427675276994705,0.8491044826805592
12,0.3924618175891643,0.7265503325372794,0.7904530111612849,0.8816845022456746,0.4377440381795168,0.7800841107964516,0.7461760602891445,0.8516010344028473
13,0.39961492049861963,0.7240490944172855,0.7757429385409109,0.8727664841172841,0.41858506575226784,0.7769224271178246,0.7569999992847443,0.8589732199907303
14,0.41274461471978485,0.7252289848708211,0.7549724217871545,0.8601018473016264,0.4084509704262018,0.7801168002188206,0.7621152698993683,0.863461185246706
15,0.3779792466633756,0.7293378878647173,0.7994977112667102,0.8883308743087339,0.39366727508604527,0.7774416096508503,0.7722876593470573,0.8702438212931156
16,0.39858643269874683,0.7277535132958856,0.7655734965499018,0.866506985935247,0.3910713065415621,0.7806185558438301,0.771894846111536,0.8701492175459862
17,0.43204807563566827,0.7211990334058591,0.7788271529014121,0.875073836163176,0.39418880082666874,0.7761657126247883,0.7726425006985664,0.8699599504470825
18,0.4510266302337109,0.7258927433143759,0.7422422635163499,0.8508219735723146,0.39261982776224613,0.7831286191940308,0.7729340717196465,0.8709643706679344
19,0.40288382264929756,0.7290947213419167,0.7904495901904756,0.8811996246167751,0.39899932965636253,0.776968352496624,0.7698139660060406,0.8684083111584187
20,0.38092739761155536,0.7274809552470284,0.7938885154298774,0.8845806765444402,0.38557966612279415,0.775761429220438,0.7781175449490547,0.8743239045143127
21,0.40548451237835237,0.7255402884572885,0.797391241145246,0.8861144000375775,0.3738848380744457,0.7845310978591442,0.7819767221808434,0.8766408301889896
22,0.41657246348443727,0.7252024921453055,0.7660973805217116,0.8628838426070594,0.3791180085390806,0.7812324836850166,0.779127698391676,0.8751060552895069
23,0.4764008796271024,0.7296293604541833,0.7584354681588115,0.8611086237598473,0.38190199062228203,0.775978397578001,0.7787591405212879,0.8748361878097057
24,0.38531538018598244,0.7277809305929802,0.7913968347607644,0.882050547801273,0.36860252171754837,0.7793547995388508,0.7860945947468281,0.8795246593654156
25,0.4230828450319353,0.7265634329665994,0.757001754543591,0.8595894239318203,0.36435500532388687,0.7803318351507187,0.7873192392289639,0.8803949430584908
26,0.39439234851111826,0.7251705938661602,0.7820137316632159,0.8761738026645821,0.3622272815555334,0.7771453075110912,0.7898399643599987,0.8819210156798363
27,0.40462109096733057,0.726622289335224,0.7715962285726843,0.8674958395846013,0.3576558232307434,0.7806482948362827,0.7928182892501354,0.8840834721922874
28,0.3781242954059386,0.7279977356324173,0.7886114559822799,0.8805982341788744,0.35069913789629936,0.7841363959014416,0.7950998730957508,0.8854740373790264
29,0.3689717286629296,0.7274680445451691,0.7899423401120683,0.8821978236028286,0.3468057084828615,0.7805045805871487,0.7978753671050072,0.8871788680553436
30,0.383573570441752,0.7240352515883289,0.7941246071891606,0.8845761992002317,0.3558452408760786,0.7818591073155403,0.7919870056211948,0.8834301084280014
31,0.3703271791408879,0.7259809797358625,0.7956285818082066,0.8851996951259917,0.3491492234170437,0.785979375243187,0.7964209616184235,0.886256106197834
32,0.36340857027841844,0.7271517937731855,0.7943148450672347,0.8850061079146156,0.3517957329750061,0.7783400900661945,0.7958946004509926,0.8857069723308086
33,0.3787362519564203,0.7239032155471229,0.7908468554277375,0.882687360188211,0.35272439755499363,0.78005226328969,0.7954050675034523,0.8854886889457703
34,0.3772955722931965,0.7255902449849626,0.7876693206214009,0.8807710353197626,0.3480793498456478,0.7800261825323105,0.796572957187891,0.886344201862812
