,0
0,0.09214482668067227
1,0.09847290478691477
2,0.09518893494897959
3,0.09380510016506603
4,0.09233333958583434
5,0.09365183573429371
6,0.09229965423669467
7,0.09121375112545017
8,0.08615063212785114
9,0.08603230354641857
10,0.08535289115646258
11,0.0928719925470188
12,0.08154980742296919
13,0.07090523709483794
14,0.0656280480942377
15,0.06787042942176871
16,0.06682524572328932
17,0.06676381490096038
18,0.07087741346538616
19,0.0669889830932373
20,0.06534410639255703
21,0.0672295480692277
22,0.09453492334433773
23,0.06508681597639056
24,0.06376363045218088
25,0.06492049944977991
26,0.06492049944977991
27,0.06474136529611844
28,0.06437598476890756
29,0.064390756302521
30,0.06415917929671869
31,0.0640625
32,0.06404671243497399
33,0.09741068302320928
34,0.064015762555022
35,0.064015762555022
36,0.06335643632452981
37,0.06306827418467387
38,0.06293681535114046
39,0.06274181547619048
40,0.06259761717186875
41,0.06279730642256903
42,0.06279660301620649
43,0.06279660301620649
44,0.10079813175270108
45,0.06279660301620649
46,0.06305420605742297
47,0.06305420605742297
48,0.06305420605742297
49,0.06313525410164066
50,0.06313126813225291
51,0.06313126813225291
52,0.06313126813225291
53,0.0630921118447379
54,0.06302091148959583
55,0.10085440426170468
56,0.06266365921368547
57,0.06266264318227291
58,0.06254118835034013
59,0.10473392481992796
60,0.0995312968937575
61,0.09773518782513005
62,0.09710259103641457
63,0.0971390900110044
64,0.048228431997799116
65,0.041310743047218886
66,0.036916172719087634
67,0.034642607042817124
68,0.03355193639955983
69,0.03355193639955983
70,0.03324939350740296
71,0.032803824654861945
72,0.02966483468387355
73,0.033713172769107645
74,0.10015842274409764
75,0.03262742597038815
76,0.0316625869097639
77,0.0316625869097639
78,0.031183098239295718
79,0.031671653036214484
80,0.030973795768307322
81,0.03194574704881953
82,0.03406534488795518
83,0.030198720113045217
84,0.03088501025410164
85,0.09716550682773109
86,0.0322140574979992
87,0.03349808673469388
88,0.030837882027811125
89,0.027501781962785115
90,0.02977722338935574
91,0.029612313675470188
92,0.02955236782212885
93,0.029520401910764306
94,0.028712109843937576
95,0.028597767231892758
96,0.09746351665666267
97,0.02851937650060024
98,0.028427542892156862
99,0.028328518907563025
100,0.027796665541216486
101,0.027888342837134854
102,0.027830272734093636
103,0.027492168742497
104,0.02716031725190076
105,0.027087866396558625
106,0.026994625975390155
107,0.08788351278011204
108,0.026506618272308925
109,0.023440235469187675
110,0.02365453994097639
111,0.02398576618147259
112,0.02369658801020408
113,0.02536123824529812
114,0.0249796793717487
115,0.024129104766906762
116,0.026049013355342137
117,0.02460843712484994
118,0.09035817451980792
119,0.024158335209083632
120,0.02404829119147659
121,0.024268848164265708
122,0.08703106242496998
123,0.08027953368847539
124,0.07012922356442577
125,0.0625797193877551
126,0.09487857643057222
127,0.08933073229291717
128,0.08950885041516607
129,0.08909157412965187
130,0.09133512780112045
131,0.09402550082533014
132,0.09599378814025611
133,0.09718942264405762
134,0.09488654836934773
135,0.094101468712485
136,0.09612845138055222
137,0.08879794105142057
138,0.09865383653461385
139,0.09725304184173669
140,0.09866821728691477
141,0.09871769020108043
142,0.09643052533513405
143,0.09848181460084034
144,0.09857435161564626
145,0.09690415228591437
146,0.0963875393907563
147,0.09529882265406163
148,0.08457015618747499
149,0.09579331732693078
150,0.09273107680572229
151,0.09187299919967987
152,0.08917574842436975
153,0.07041199292216886
154,0.055990364895958385
155,0.053234027986194477
156,0.05180126738195278
157,0.05001703806522609
158,0.049254467411964785
159,0.08891040791316526
160,0.042904427395958386
161,0.04212731967787115
162,0.04332514255702281
163,0.040053365096038414
164,0.03955840148559424
165,0.039206698304321726
166,0.03856659851440576
167,0.040858843537414966
168,0.03841106755202081
169,0.03890689088135254
170,0.08680519082633054
171,0.04052589785914366
172,0.04025477378451381
173,0.04002640118547419
174,0.04084563512905162
175,0.040523631327531014
176,0.036974477290916366
177,0.039611625900360145
178,0.03968048156762705
179,0.03992917479491797
180,0.04158389918467387
181,0.08536047231392557
182,0.04118014393257303
183,0.04182329181672669
184,0.043344759778911564
185,0.08276998299319728
186,0.08434600402661065
187,0.08585434173669468
188,0.08804138843037215
189,0.10623460321628651
190,0.1024936537114846
191,0.10408217974689876
192,0.10705461872248899
193,0.10514768407362945
194,0.104671868747499
195,0.10710104354241697
196,0.10527711084433773
197,0.10766314338235294
198,0.10347295168067226
199,0.10414267269407763
200,0.09810603929071629
201,0.10188919317727091
202,0.10248021083433373
203,0.10012208008203281
204,0.1046672575280112
205,0.10149262830132053
206,0.10197524322228892
207,0.10249154349239696
208,0.10438558235794318
209,0.10439941601640657
210,0.10615058523409364
211,0.09642161552120848
212,0.10618864733393357
213,0.10024978741496599
214,0.10242737720088035
215,0.10361613395358144
216,0.10105143619947979
217,0.10576691614145659
218,0.10520004876950781
219,0.1073484081132453
220,0.10558027898659464
221,0.10471039978491396
222,0.10360816201480592
223,0.10510766806722689
224,0.10321386367046818
225,0.1032078456382553
226,0.10533729116646659
227,0.10106487907663066
228,0.0989968643707483
229,0.10139290091036414
230,0.10241971788715486
231,0.0957703393857543
232,0.09427309986494598
233,0.10380949254701881
234,0.10070020195578232
235,0.09642083395858343
236,0.0988563394107643
237,0.09734753276310525
238,0.09399439463285314
239,0.09431780524709885
240,0.0936532425470188
241,0.09345496010904361
242,0.09285542341936774
243,0.0926436981042417
244,0.10338361907262905
245,0.0933999381002401
246,0.09460815576230493
247,0.09411295768307323
248,0.10384286527110845
249,0.10598809836434574
250,0.10194257390456182
251,0.10489742772108844
252,0.15878148134253703
253,0.16216197416466588
254,0.15831230929871948
255,0.16178502651060425
256,0.15751222363945577
257,0.15389288527911166
258,0.15170904299219687
259,0.15080500950380152
260,0.1490829925720288
261,0.14846759016106442
262,0.14919928909063626
263,0.15962197378951581
264,0.14747015993897558
265,0.14487513755502202
266,0.14816473464385754
267,0.14453054659363745
268,0.14272779424269708
269,0.1438624668617447
270,0.14290262980192076
271,0.14168378288815525
272,0.1407673225540216
273,0.13305712910164066
274,0.1573423119247699
275,0.13343618697478993
276,0.13342751162965186
277,0.13134113020208082
278,0.13177442852140855
279,0.13314880639755902
280,0.1330797944177671
281,0.13420188387855142
282,0.12058174832432973
283,0.12617117159363744
284,0.12365110106542616
285,0.16498865171068428
286,0.12559359681372548
287,0.11627791741696679
288,0.10724235006502601
289,0.11306491346538615
290,0.1092515912615046
291,0.11228522659063625
292,0.10759991496598639
293,0.11058345213085234
294,0.10680522208883553
295,0.10891762955182073
296,0.16422780049519808
297,0.1092061824729892
298,0.10699865883853542
299,0.11148092049319729
300,0.1108688006452581
301,0.11106426945778311
302,0.11341802345938376
303,0.11422881652661064
304,0.11499654549319728
305,0.11497239520808324
306,0.10978149072128851
307,0.16991124574829933
308,0.11305561287014806
309,0.1091750762805122
310,0.10985300370148059
311,0.1695217149359744
312,0.16731200292617046
313,0.1658934667617047
314,0.16181347539015606
315,0.16066348414365747
316,0.15922603416366546
317,0.1601050576480592
318,0.15999196553621448
319,0.16058782888155262
320,0.1605484381252501
321,0.16097141981792717
322,0.1585581107442977
323,0.15890832895658263
324,0.15821891256502602
325,0.15865346138455383
326,0.16230843900060024
327,0.16560514830932374
328,0.16335119985494198
329,0.16109623536914766
330,0.1599748493147259
331,0.16418794080132051
332,0.1600329194177671
333,0.16554098201780712
334,0.1652063169017607
335,0.16442412902661063
336,0.16433331144957983
337,0.1599624224689876
338,0.1684172887905162
339,0.1619861225740296
340,0.16120893669967987
341,0.16492628301320528
342,0.16618850665266108
343,0.16364366058923568
344,0.16449001475590236
345,0.16190405849839937
346,0.16274908400860344
347,0.15989473914565827
348,0.15730120173069229
349,0.16292704581832734
350,0.16394604716886754
351,0.16030685711784715
352,0.16181199042116848
353,0.16054343612444977
354,0.16078548606942777
355,0.16235259728891557
356,0.16317104966986795
357,0.1632563963085234
358,0.16176595638255303
359,0.16080197704081634
360,0.16347296731192476
361,0.16013116183973589
362,0.16106286264505804
363,0.159023218662465
364,0.16234931472589034
365,0.1638735181572629
366,0.15817084646358542
367,0.16101315526210483
368,0.1608327706082433
369,0.16203520470688276
370,0.15774036176970788
371,0.16210515456182473
372,0.1596675388905562
373,0.16256447891656664
374,0.15785540778811524
375,0.16059923969587836
376,0.15809878638955582
377,0.1590343950080032
378,0.10079742834633854
379,0.09834355617246898
380,0.09970519457783113
381,0.10076452455982393
382,0.09851784463785514
383,0.09738684536314526
384,0.09605240533713486
385,0.09570296868747499
386,0.10000101603141257
387,0.09214107518007203
388,0.09148206157462985
389,0.09015348326830733
390,0.09234279649359745
391,0.0921062956432573
392,0.092015712535014
393,0.09104970113045219
394,0.09936412064825931
395,0.11777296856242497
396,0.10303801207983193
397,0.10501372423969588
398,0.1045561974789916
399,0.10311741884253701
400,0.1022455075780312
401,0.10182377638555422
402,0.10148840786314525
403,0.09807165053521409
404,0.09915067589535814
405,0.1001438075230092
406,0.1138734400010004
407,0.09711454894457783
408,0.09511499912464987
409,0.09313178396358543
410,0.09918365783813525
411,0.09267285039015606
412,0.09235123736994798
413,0.11269195178071229
414,0.11652739220688275
415,0.11668034401260505
416,0.11491362169867947
417,0.10895037702581033
418,0.1085733512154862
419,0.10791965223589436
420,0.1070264824679872
421,0.12146374174669868
422,0.11996931585134053
423,0.12678680847338936
424,0.12036048794517808
425,0.12393637142356943
426,0.12576171093437374
427,0.13066304646858742
428,0.12860042454481793
429,0.12875697153861546
430,0.12715273609443778
431,0.15407108155762306
432,0.15219931722689076
433,0.15047378326330532
434,0.13119951105442176
435,0.1388782075330132
436,0.13412779174169667
437,0.1296548306822729
438,0.12422594037615046
439,0.1221000118797519
440,0.12492051508103241
441,0.10764438587935174
442,0.12432496436074429
443,0.12323226165466186
444,0.11848262742597039
445,0.1128327893657463
446,0.11174055559723889
447,0.11075860031512605
448,0.11190210459183673
449,0.11033421180972389
450,0.10927777360944378
451,0.15485537965186075
452,0.15345716411564625
453,0.1516702774859944
454,0.11209561949779911
455,0.15399144032613046
456,0.09460190326130452
457,0.16737273034213684
458,0.17035509516306524
459,0.17791218049719887
460,0.1686065051020408
461,0.17048170830832332
462,0.1779546975040016
463,0.18191229616846738
464,0.16935516394057623
465,0.16455668204781912
466,0.15874271583633454
467,0.16725025947879152
468,0.159187112344938
469,0.15178977841136454
470,0.05209411889755902
471,0.030549485419167667
472,0.027948366846738695
473,0.029913449754901962
474,0.12866279324229693
475,0.2721394026360544
476,0.2707846419817927
477,0.2540724102140856
478,0.2592826974539816
479,0.27268024397258905
480,0.252210649884954
481,0.22908811962284914
482,0.20431453831532614
483,0.18776831044917966
484,0.16641226803221287
485,0.212710943752501
486,0.15404005352140857
487,0.29662114845938375
488,0.2629282181622649
489,0.25121009341236494
490,0.2422626081682673
491,0.27243811587134853
492,0.2477812218637455
493,0.25394634416266504
494,0.24209300907863146
495,0.1907751381802721
496,0.17134439713385355
497,0.24738293755002
498,0.16752990258603442
499,0.3008655806072429
500,0.2606068990096038
501,0.2616089404511805
502,0.281320418792517
503,0.19854590273609443
504,0.09659504426770708
505,0.12315066651660664
506,0.11447297669067627
507,0.10572299232192878
508,0.12349252200880352
509,0.11260433861044418
510,0.112960731167467
511,0.1190625468937575
512,0.10479715323629452
513,0.11480123299319728
514,0.12214549882452981
515,0.12099034926470588
516,0.12458788202781113
517,0.1410752582282913
518,0.12836798782012804
519,0.1307032969437775
520,0.14119147659063624
521,0.13589146596138454
522,0.13206438825530212
523,0.14008361156962784
524,0.14488944015106042
525,0.13933557798119248
526,0.13611045980892356
527,0.12869022609043618
528,0.17052563212785113
529,0.1656377394707883
530,0.1258375225090036
531,0.12050257603041216
532,0.1247656093687475
533,0.12622681885254103
534,0.13586035976890756
535,0.1363063975590236
536,0.1360937343687475
537,0.13952917104341736
538,0.1358467605792317
539,0.17499109018607442
540,0.1403843568677471
541,0.1716920361894758
542,0.17383719112645057
543,0.17238989345738295
544,0.16288249674869948
545,0.15485897483993596
546,0.15836514293217288
547,0.1546206763955582
548,0.15440809136154462
549,0.1512547206382553
550,0.14882992259403763
551,0.14688781762705083
